,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
10,10,2025-11-09,,DET,L,108,111,,36,84,.429,12,33,.364,24,51,.471,.500,24,28,.857,12,32,44,22,8,6,20,22,39,82,.476,13,30,.433,26,52,.500,.555,20,28,.714,9,28,37,23,12,5,16,21
11,11,2025-11-11,,BOS,W,102,100,,36,84,.429,14,36,.389,22,48,.458,.512,16,19,.842,8,36,44,24,2,6,9,22,36,92,.391,13,38,.342,23,54,.426,.462,15,19,.789,13,40,53,23,4,6,11,17
12,12,2025-11-14,@,DET,L,105,114,,39,90,.433,14,39,.359,25,51,.490,.511,13,15,.867,13,33,46,19,9,4,15,20,41,92,.446,17,41,.415,24,51,.471,.538,15,18,.833,13,33,46,32,9,7,14,17
13,13,2025-11-17,,LAC,W,110,108,,39,84,.464,11,33,.333,28,51,.549,.530,21,30,.700,9,37,46,26,7,4,9,20,35,87,.402,12,39,.308,23,48,.479,.471,26,27,.963,8,37,45,18,6,3,10,26
14,14,2025-11-19,,TOR,L,112,121,,41,87,.471,14,35,.400,27,52,.519,.552,16,18,.889,16,25,41,24,11,6,21,20,45,84,.536,11,29,.379,34,55,.618,.601,20,24,.833,8,23,31,33,12,2,15,19
15,15,2025-11-20,@,MIL,W,123,114,OT,42,97,.433,18,53,.340,24,44,.545,.526,21,26,.808,11,41,52,30,9,6,14,15,45,92,.489,14,36,.389,31,56,.554,.565,10,13,.769,3,39,42,30,7,2,14,19
16,16,2025-11-23,,MIA,L,117,127,,44,98,.449,14,41,.341,30,57,.526,.520,15,19,.789,15,32,47,28,7,9,15,21,48,98,.490,11,32,.344,37,66,.561,.546,20,30,.667,18,40,58,32,7,2,13,17
17,17,2025-11-25,,ORL,L,103,144,,37,82,.451,9,25,.360,28,57,.491,.506,20,22,.909,8,30,38,22,7,4,21,20,54,101,.535,13,34,.382,41,67,.612,.599,23,28,.821,15,32,47,38,10,4,12,20
18,18,2025-11-28,@,BRK,W,115,103,,43,88,.489,11,37,.297,32,51,.627,.551,18,20,.900,9,32,41,28,12,7,12,20,34,85,.400,13,43,.302,21,42,.500,.476,22,26,.846,14,27,41,21,5,5,18,16
19,19,2025-11-30,,ATL,L,134,142,2OT,46,105,.438,10,44,.227,36,61,.590,.486,32,38,.842,11,35,46,26,14,6,18,28,48,104,.462,15,45,.333,33,59,.559,.534,31,41,.756,14,44,58,36,10,6,23,27
