,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
74,74,2026-03-28,,PHI,L,114,118,,36,96,.375,17,55,.309,19,41,.463,.464,25,32,.781,21,32,53,18,4,1,9,22,40,82,.488,16,34,.471,24,48,.500,.585,22,29,.759,7,34,41,19,7,5,9,25
75,75,2026-03-29,,BOS,L,99,114,,36,83,.434,12,43,.279,24,40,.600,.506,15,19,.789,10,27,37,19,2,1,12,17,42,83,.506,14,34,.412,28,49,.571,.590,16,22,.727,8,31,39,23,6,3,7,18
76,76,2026-03-31,@,BRK,W,117,86,,41,87,.471,12,39,.308,29,48,.604,.540,23,25,.920,13,34,47,28,7,4,13,22,28,73,.384,7,35,.200,21,38,.553,.432,23,27,.852,5,25,30,14,7,5,16,19
77,77,2026-04-02,,PHO,W,127,107,,48,93,.516,18,49,.367,30,44,.682,.613,13,15,.867,11,36,47,27,7,4,13,19,42,91,.462,16,39,.410,26,52,.500,.549,7,10,.700,9,22,31,22,4,5,12,21
78,78,2026-04-03,,IND,W,129,108,,46,96,.479,24,49,.490,22,47,.468,.604,13,15,.867,12,36,48,31,8,7,10,18,43,93,.462,15,36,.417,28,57,.491,.543,7,10,.700,11,34,45,29,5,1,12,18
79,79,2026-04-05,@,MIN,W,122,108,,45,92,.489,19,45,.422,26,47,.553,.592,13,15,.867,16,30,46,31,8,2,15,20,38,83,.458,14,38,.368,24,45,.533,.542,18,23,.783,13,26,39,24,8,4,18,18
80,80,2026-04-07,@,BOS,L,102,113,,38,88,.432,16,49,.327,22,39,.564,.523,10,13,.769,14,26,40,24,5,3,13,16,43,87,.494,17,42,.405,26,45,.578,.592,10,12,.833,13,32,45,22,6,2,14,13
81,81,2026-04-10,,DET,L,100,118,,34,88,.386,13,47,.277,21,41,.512,.460,19,23,.826,14,27,41,16,10,8,16,17,45,89,.506,9,27,.333,36,62,.581,.556,19,26,.731,16,33,49,29,13,8,15,20
82,82,2026-04-12,@,NYK,W,110,96,,39,85,.459,19,52,.365,20,33,.606,.571,13,17,.765,12,34,46,27,7,7,18,13,39,90,.433,13,40,.325,26,50,.520,.506,5,8,.625,12,27,39,25,10,3,11,25
,,,,,44-38,9513,9117,,3357,7292,.460,1343,3549,.378,2014,3743,.538,.552,1456,1780,.818,1048,2730,3778,2160,577,369,1264,1564,3364,7207,.467,1051,2924,.359,2313,4283,.540,.540,1338,1671,.801,835,2386,3221,2126,672,364,1041,1627
